Ensembl Gene ID,Gene Symbol,GBM64_poor,GBM76_poor,GBM80_poor,GBM85_poor,GBM108_poor,GBM115_poor,GBM12_good,GBM39_good,GBM59_good,GBM44_poor,GBM5_good,Description
ENSG00000232702,RP3-437C15.1,14.44,18.49,22.04,26.69,31.87,30.24,423.52,26.47,28.37,433.53,24.44,NA
ENSG00000240771,ARHGEF25,29.59,51.85,33.24,35.05,22.79,49.49,50.49,4.39,8.74,11.31,1182.51,Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]
ENSG00000042753,AP2S1,6.91,19.14,21.87,14.84,35.76,26.56,6.45,24.62,55.46,8.09,20.22,adaptor related protein complex 2 sigma 1 subunit [Source:HGNC Symbol;Acc:HGNC:565]
ENSG00000147457,CHMP7,15.26,20.01,19.95,19.07,17.57,29.64,2.41,5.62,5.82,3.24,28.82,charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]
ENSG00000244668,RP11-103G8.1,4.05,0.64,6.3,5.26,5.58,2.24,0,1.39,0.24,0,0.95,small nuclear ribonucleoprotein polypeptide C pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49818]
ENSG00000159917,ZNF235,1.84,3.06,1.35,1.88,2.08,1.28,0.8,0.98,1.01,0.13,2.56,zinc finger protein 235 [Source:HGNC Symbol;Acc:HGNC:12866]
ENSG00000261460,RP11-106M3.3,0.89,2.27,2.04,1.38,3.77,2.61,0.53,2.46,2.39,0.48,2.84,NA
ENSG00000260941,LINC00622,2.7,0.77,7.55,1.97,7.71,1.33,0,0.04,0.29,0,3.26,long intergenic non-protein coding RNA 622 [Source:HGNC Symbol;Acc:HGNC:44251]
ENSG00000105519,CAPS,16.71,38.54,9.35,27.22,28.07,6.87,5.3,38.02,32.38,14.25,14.09,calcyphosine [Source:HGNC Symbol;Acc:HGNC:1487]
ENSG00000236002,CTB-75G16.1,0.43,1.02,0.55,1.13,1.7,0.74,0,0.73,0.87,0,1.46,NA
ENSG00000064932,SBNO2,2.44,4.56,3.35,3.4,4.41,2.58,1.66,0.2,0.9,0.97,3.69,strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]
ENSG00000240409,MTATP8P1,24830.87,12261.66,21002.41,13534.8,8854.32,23162.09,4541.53,40874.87,21880.15,7537.3,26878.94,mitochondrially encoded ATP synthase 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44571]
ENSG00000239415,AP001469.9,22.65,20.68,22.77,43.23,26.35,22.08,4.28,5.28,7.33,7.66,29.64,NA
ENSG00000272540,XXbac-BPG252P9.9,3066.8,2951.78,2767.08,4606.52,2984.27,3649.8,1101.7,1666.37,2892.85,243.49,4141.55,NA
ENSG00000252817,AL590431.1,16.62,9.66,7.44,12.63,39.1,44.73,0,9,10.04,0,32.71,NA
ENSG00000180628,PCGF5,2.97,5.03,5.62,3.6,1.42,1.24,1.46,1.63,4.14,0.77,1.33,polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]
ENSG00000134769,DTNA,0.14,4.45,1.8,1.03,0.74,1.11,0.67,1.69,1.44,0.5,0.55,dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]
ENSG00000176903,PNMA1,159.33,330.18,348.04,249.37,193.94,490.08,23.09,137.07,108.88,67.67,179.9,paraneoplastic Ma antigen 1 [Source:HGNC Symbol;Acc:HGNC:9158]
ENSG00000054523,KIF1B,4.75,10.39,14.25,6.38,6.25,7.81,3.4,0.82,4.52,1.62,7.97,kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]
ENSG00000196787,HIST1H2AG,3.37,9.72,4.68,8.29,6.69,4.06,0,8.67,3.53,4.42,4.39,"histone cluster 1, H2ag [Source:HGNC Symbol;Acc:HGNC:4737]"
ENSG00000089916,GPATCH2L,2.95,7.7,3.89,5.06,4,4.48,0.65,2.13,2.59,1.06,5.94,G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210]
ENSG00000135338,LCA5,0.78,0.5,1.35,3.01,1.16,0.73,0.63,0.57,0.98,0,1.36,"LCA5, lebercilin [Source:HGNC Symbol;Acc:HGNC:31923]"
ENSG00000232439,RPL18AP7,5.33,9.03,11.25,3.29,4.28,9.4,0,0.6,2.19,0,7.45,ribosomal protein L18a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:35607]
ENSG00000163485,ADORA1,2.15,8.54,1.79,0.07,2.82,2.21,0.58,7.66,0.7,0.9,0.05,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
ENSG00000166902,MRPL16,36.69,40.02,19.5,26.39,40.61,38.13,4.67,14.2,43.33,2.09,20.37,mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]
ENSG00000174227,PIGG,2.98,11.9,3.76,4.91,10.36,7.26,2.43,3.41,5.26,1.57,8.23,phosphatidylinositol glycan anchor biosynthesis class G [Source:HGNC Symbol;Acc:HGNC:25985]
ENSG00000110628,SLC22A18,0.94,2.75,0.38,0.63,0.99,1.09,0.43,4.57,12.78,2.33,0.19,solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]
ENSG00000185065,AC000068.5,6.35,3.7,3.21,9.35,6.93,6.68,2.5,0.93,3.38,0,3.87,NA
ENSG00000131480,AOC2,0.55,0.83,1.62,0.61,1.5,0.83,1.81,0.1,0.9,0,2.17,"amine oxidase, copper containing 2 [Source:HGNC Symbol;Acc:HGNC:549]"
ENSG00000256966,RP11-613M10.8,2.91,3.45,4.77,4.44,4.73,3.84,0.42,4.29,3.84,0.68,2.68,NA
ENSG00000257509,RP11-762I7.4,1.03,2.44,0.59,3.07,3.76,0.89,0,2.19,3.35,0,1.28,NA
ENSG00000267992,CTB-189B5.3,9.59,0.15,2.35,3.33,3.15,6.04,0,0,1.26,0,0.19,NA
ENSG00000231528,FAM225A,1.06,3.73,2.89,0.05,0,5.22,0,2.08,1.15,1.44,0.57,family with sequence similarity 225 member A (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:27855]
ENSG00000026950,BTN3A1,2.87,21.17,1.52,9.96,10.16,6.51,1.7,5.85,15.27,7.25,9.32,butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]
ENSG00000213135,AC015815.6,1.31,0.82,0.22,1.52,2.01,1.26,0,1.52,1.06,0,1.79,NA
ENSG00000100219,XBP1,42.35,78.9,105.57,22.81,53.33,26.21,24.71,37.73,94.52,13.11,142.88,X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]
ENSG00000270145,CTD-2267D19.6,3.62,6,7.12,7.39,10.22,7.28,0,1.97,3.14,0,5.09,NA
ENSG00000168496,FEN1,123.56,115.2,103.46,143.77,103.27,174.42,36,65.34,91.97,10.75,98.52,flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650]
ENSG00000200788,Y_RNA,2.68,1.2,0,0.39,3.1,0.35,0,0.56,1.99,0,2.6,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000233830,EIF4HP1,117.79,148.76,162.65,115.27,145.13,152.75,32.2,48.15,82.9,21.63,180.89,eukaryotic translation initiation factor 4H pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49035]
ENSG00000113240,CLK4,5.36,12.26,4.1,8.46,13.31,3.43,225.34,4.81,8.1,199.35,5.2,CDC like kinase 4 [Source:HGNC Symbol;Acc:HGNC:13659]
ENSG00000135317,SNX14,1.8,4.61,4.26,7.2,4.22,3.43,1.87,3.58,4.33,1.28,4.09,sorting nexin 14 [Source:HGNC Symbol;Acc:HGNC:14977]
ENSG00000166855,CLPX,2.9,13.74,15.49,7.24,9.85,8.87,5.21,4.86,5.12,2.13,8.44,caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]
ENSG00000106479,ZNF862,7.15,16.22,20.72,13.68,24.28,18.45,1.71,2.48,6.47,3.4,16.07,zinc finger protein 862 [Source:HGNC Symbol;Acc:HGNC:34519]
ENSG00000166321,NUDT13,0.34,0.61,1.42,0.25,1.17,1.26,0,0.35,1.59,0,0.62,nudix hydrolase 13 [Source:HGNC Symbol;Acc:HGNC:18827]
ENSG00000267746,RP11-379L18.1,5.75,2.37,11.96,5.41,0.97,10.7,0,0,1.22,0,3.34,NA
ENSG00000270316,C10orf32-ASMT,1.73,1.89,2.6,3.45,1.38,2.18,0.23,0.35,0.78,0.31,1.61,BORCS7-ASMT readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49183]
ENSG00000197557,TTC30A,5.48,13.47,16.81,15.89,18.97,12.62,1.85,9.46,11.02,1.66,9.78,tetratricopeptide repeat domain 30A [Source:HGNC Symbol;Acc:HGNC:25853]
ENSG00000258714,RP11-998D10.7,46.46,42.9,39.43,47.03,26.66,53.53,14.21,1.44,1.36,12.73,34.22,NA
ENSG00000108946,PRKAR1A,23.97,37.33,80.62,30.28,47.57,96.91,8.25,41.25,31.85,8.14,25.07,protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]
ENSG00000127957,PMS2P3,1.42,1.42,1.26,1.09,2.33,1.3,0.44,0.36,0.58,0.2,1.62,"PMS1 homolog 2, mismatch repair system component pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:9128]"
ENSG00000182319,SGK223,0.22,5.78,1.57,0.79,4.08,0.7,1.93,2.42,0.99,2.59,2.27,NA
ENSG00000226706,RP11-426A6.5,14.01,27.59,16.48,20.42,25.03,26.19,5.23,16.24,12.19,4.68,18.86,NA
ENSG00000270993,RP11-1112G13.3,1.81,3.12,1.3,3.74,3.77,2.16,0,0.73,0.96,0,2.91,NA
ENSG00000254788,CKLF-CMTM1,2.06,6.3,5.82,4.56,5.31,6.77,1.04,3.48,5.27,0.93,5.57,CKLF-CMTM1 readthrough [Source:HGNC Symbol;Acc:HGNC:39977]
ENSG00000256223,ZNF10,4.83,3.75,6.45,6.28,6.11,4.85,1.53,2.03,2.6,0.17,4.22,zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]
ENSG00000116752,BCAS2,12.56,14.91,25.29,17.35,13.64,15.47,3.14,12.02,21.07,4.22,11.34,breast carcinoma amplified sequence 2 [Source:HGNC Symbol;Acc:HGNC:975]
ENSG00000225951,ODF2-AS1,6.92,12.11,8.11,10.49,16.04,9.26,1.36,5.72,4.17,2.44,7.63,ODF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49461]
ENSG00000088448,ANKRD10,11.49,73.08,23.16,31.47,25.93,13.03,4.54,13.92,13.01,1.63,23.19,ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]
ENSG00000266086,RP11-159D12.5,19.13,33.1,28.58,27.3,38.12,24.85,524.83,21.93,29.03,536.36,25.87,NA
ENSG00000105829,BET1,1.65,3.57,2.62,3.4,4.97,2.14,0.8,2.97,6.19,0.24,3.72,Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]
ENSG00000168917,SLC35G2,3.75,5.58,2.08,1.37,0.62,4.83,0.15,5.48,2.75,1.06,0.35,solute carrier family 35 member G2 [Source:HGNC Symbol;Acc:HGNC:28480]
ENSG00000261707,RP11-264M12.2,4.17,0,5.95,6.75,2.97,8.28,0,1.09,1.27,0,0.11,NA
ENSG00000122068,FYTTD1,12.35,12.09,26.43,13.05,11.94,20.87,2.3,7.75,12.06,1.77,11.03,forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407]
ENSG00000136866,ZFP37,5.43,6.02,6.58,9.5,8.45,5.04,1.2,2.62,2.28,0.54,4.45,ZFP37 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12863]
ENSG00000215298,FP15737,12.68,42.74,18.6,37.7,56.55,22.41,15.7,28.52,58.45,3.52,34.12,NA
ENSG00000146072,TNFRSF21,3.17,7.07,2.24,42.86,10.86,3.42,2.26,5.91,4.36,0.38,14.96,TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]
ENSG00000077463,SIRT6,15.29,22.22,12.23,15.65,14.04,14.97,1.95,3.15,9.03,1.75,17.74,sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934]
ENSG00000203760,CENPW,4.68,2.63,6.59,3.69,6.51,7.71,0,4.38,6.8,1.71,7.35,centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488]
ENSG00000125247,TMTC4,1.61,2.5,1.3,3.03,7.39,1.21,1.17,0.46,2.1,0.14,9.91,transmembrane and tetratricopeptide repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25904]
ENSG00000213542,RP11-467H10.1,3.31,0.34,0.89,2.45,3.88,1.36,0,1.03,2.29,0,1.48,NA
ENSG00000091986,CCDC80,2.4,40.74,14.44,4.17,100.07,1.1,3.81,0.59,18.45,1.98,0.07,coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]
ENSG00000237437,ASS1P12,4.17,1.49,7.08,6.12,5.65,4.93,0,1.21,2.32,8.07,3.9,argininosuccinate synthetase 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:762]
ENSG00000227473,TSSK5P1,0.76,1.99,4.8,1.08,1.94,2.37,0,0.09,0.11,0,1.8,"testis specific serine kinase 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:31931]"
ENSG00000181027,FKRP,1.58,8.96,3.74,4.6,7.57,4.46,1.25,0.72,1.74,1.6,4.75,fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997]
ENSG00000273230,RP11-1246C19.1,3.93,14.01,24.93,16.53,16.82,9.97,7.31,0.93,2.41,0,5.09,NA
ENSG00000251628,RP11-371M22.1,5.04,0.23,2.02,3.02,0.18,0,0,0,0,0,1.83,NA
ENSG00000264085,MIR5004,87.49,135.81,58.87,102.43,181.91,93.21,0,3.24,9.32,0,31,NA
ENSG00000138814,PPP3CA,0.51,1.02,1.2,0.48,2.19,0.97,0.17,0.91,5.03,1.34,0.58,protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]
ENSG00000170854,MINA,10.57,9.9,10.84,11.07,10.82,9.74,0.54,8.34,12.5,0.65,7.43,MYC induced nuclear antigen [Source:HGNC Symbol;Acc:HGNC:19441]
ENSG00000056998,GYG2,1.01,1.77,0.57,0.86,3.69,1.58,0.1,0.15,0.02,0,0.04,glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]
ENSG00000138381,ASNSD1,23.33,17.93,39.19,30.99,43.04,26.65,9.95,25.58,26.19,4.19,21.95,asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]
ENSG00000155330,C16orf87,1.41,2.33,3.17,5.71,2.71,3.42,0.64,1.47,2.63,0.57,4.13,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754]
ENSG00000256545,AL139819.1,479.31,249.71,379.23,283.99,264.78,1225.52,153.61,320.64,255.82,65.04,627.77,NA
ENSG00000178896,EXOSC4,46.22,49.44,49.56,70.73,66.28,124.6,13.67,36.92,34.65,2.45,77.63,exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]
ENSG00000222169,AL162590.1,10.91,9.39,24.02,10.64,5.83,8.53,0,6.13,11.31,0,8.16,NA
ENSG00000176105,YES1,2.03,6.88,10.82,4.54,8.55,18.08,2.43,2.19,5.82,1.31,5.22,"YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]"
ENSG00000071655,MBD3,41.68,90.48,62.84,54.56,56.45,75.91,17.7,4.88,19.41,7.93,67.9,methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]
ENSG00000128965,CHAC1,8.07,4.99,90.28,4.16,7.37,0.12,3.11,1.63,5.98,2.79,3.29,ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]
ENSG00000130723,PRRC2B,21.32,26.65,25.51,25.11,35.53,25.03,5.42,3.71,2.88,8.5,17.59,proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000257511,RP11-278C7.1,17.83,8.54,6.23,14.69,25.01,9.21,11,11.54,14.74,0,14.75,NA
ENSG00000169131,ZNF354A,4.83,7.55,5.8,9.08,8.38,4.47,3.47,2.23,5.16,0.52,3.56,zinc finger protein 354A [Source:HGNC Symbol;Acc:HGNC:11628]
ENSG00000148110,HIATL1,3.02,4.76,3.92,5.69,4.11,3.95,1.15,3.22,2,0.57,2.91,major facilitator superfamily domain containing 14B [Source:HGNC Symbol;Acc:HGNC:23376]
ENSG00000228285,LYPLA2P1,1.31,2.43,3,2.6,2.21,1.9,0,0.77,1.79,0,3.08,lysophospholipase II pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21069]
ENSG00000137812,CASC5,2.71,6.45,10.63,6.68,4.01,3.98,1.1,2.16,2.88,0.99,6.82,kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054]
ENSG00000184083,FAM120C,1.14,5.42,4.11,2.24,2.22,2.38,0.53,1.04,1.97,0.43,1.93,family with sequence similarity 120C [Source:HGNC Symbol;Acc:HGNC:16949]
ENSG00000143575,HAX1,70.76,85.79,158.39,101.02,88.8,63.94,19.72,60.14,104.62,26.49,79.12,HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]
ENSG00000238249,HMGN2P17,3.85,7.46,6.21,7.67,5.65,7.17,0,1.36,4.7,0,1.98,high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39381]
ENSG00000260807,RP11-161M6.2,85.39,133.71,34.52,414.59,133.01,48.19,18.95,5.27,0.13,25.46,342.64,NA
ENSG00000132432,SEC61G,8.85,765.37,21.14,23.19,26.97,20.97,53.69,19.56,59.96,4.49,26.61,Sec61 translocon gamma subunit [Source:HGNC Symbol;Acc:HGNC:18277]
ENSG00000180425,C11orf71,4.05,1.81,1.72,3.84,2.33,2.55,0.62,0.6,1.52,0,3.31,chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]
ENSG00000180929,GPR62,2.67,1.09,6.98,9.18,3.08,4.13,0,0.13,0.35,0,3.83,G protein-coupled receptor 62 [Source:HGNC Symbol;Acc:HGNC:13301]
ENSG00000128581,RABL5,18,24.3,44.24,18.15,45.14,33.94,2.72,25.47,34.59,7.31,12.23,intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895]
ENSG00000214413,BBIP1,8.79,6.26,20.22,7.31,7.81,12.29,0,3.8,7.34,2.89,6.14,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093]
ENSG00000261786,RP4-555D20.2,67.34,3.84,10.72,75.62,3.62,3.37,4.37,5.27,0,7.82,98.02,NA
ENSG00000144744,UBA3,9.83,11.42,16.85,12.76,16.69,11.17,7.97,6.08,12.99,6.37,9.59,ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]
ENSG00000121486,TRMT1L,1.86,2.96,4.01,3.14,2.95,2.91,1.13,1.54,2.66,0.25,4.96,tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]
ENSG00000214796,RP11-480I12.5,6.52,1.14,6.53,7.84,2.72,4.39,0,0.32,0.06,0.51,2.78,NA
ENSG00000233937,CTC-338M12.4,1.86,1.88,1.28,2.33,3.68,1.54,0,0.8,1.01,0.19,1.81,NA
ENSG00000182108,DEXI,6.79,9.99,9.96,10.27,11.06,10.92,0.82,1.98,6.08,2.19,8.23,Dexi homolog [Source:HGNC Symbol;Acc:HGNC:13267]
ENSG00000254851,RP11-109L13.1,3.86,4.12,2.43,2.49,5.43,3.43,0,1.06,2.69,1.62,2.38,NA
ENSG00000238285,MRPL50P2,1.47,2.38,2.8,3.39,2.03,1.66,0,2.81,2.07,0,2.61,mitochondrial ribosomal protein L50 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29720]
ENSG00000269177,L34079.3,9.59,15.27,16.15,10.84,13.18,9.22,5.4,4.56,7.33,0,8.77,NA
ENSG00000232935,RP11-223P11.2,0.72,1.41,1.6,0.47,0.77,1.62,1.28,0.28,0.52,0,0.48,NA
ENSG00000159202,UBE2Z,15.56,24.58,28.75,20.83,36.13,37.94,10.42,17.52,22.82,13.89,21.33,ubiquitin conjugating enzyme E2 Z [Source:HGNC Symbol;Acc:HGNC:25847]
ENSG00000267457,RP5-837J1.4,0.56,1.12,3.28,1.95,0.77,1.03,0,0.46,2.2,0,0.54,NA
ENSG00000143437,ARNT,2.35,3.8,3.05,3.24,5.87,2.41,0.74,1.72,1.92,0.74,3.55,aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]
ENSG00000137944,CCBL2,0.56,1.48,2.73,2.39,1.41,2.74,0.19,1.75,3.42,0.17,1.71,kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]
ENSG00000260482,CTD-2196E14.9,26.85,44.32,49.14,31.46,50.65,30.03,14.19,5.86,16.26,4.77,30.74,NA
ENSG00000229037,RP11-272G22.3,0.4,2.95,2.07,2.55,7.6,0.57,0,1,4.29,0,0.69,NA
ENSG00000240204,SMKR1,1.33,1.1,1.37,2.88,0.47,2.43,0,1.54,2.61,0,0.65,small lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:43561]
ENSG00000129810,SGOL1,5.9,5.13,6,6.15,3.38,6.12,3.44,2,2.61,1.16,4.19,shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]
ENSG00000232060,RP11-255N24.4,6.99,11.12,9.4,14.76,11.51,8.78,0,15.12,13.63,0,12.41,solute carrier family 4 member 1 adaptor protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49811]
ENSG00000269190,FBXO17,3.84,12.71,3.66,3.09,4.61,6.29,1.28,0.14,3.91,0.72,9.07,F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754]
ENSG00000255641,NKG2-E,3.8,0.15,15.93,3.84,1.25,13.71,0,0.95,0.42,0.63,0.25,NA
ENSG00000199331,Y_RNA,2.64,9.94,0,4.77,15.79,0.39,0,4.63,1.71,0,7.82,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000273084,RP11-1275H24.3,8.26,7.18,5.22,1.31,6.54,12.2,0,0.77,1.64,0,1.47,NA
ENSG00000270728,RP4-657E11.10,9.44,7.79,16.84,17.64,11.64,16.96,0,0.65,4.93,24.04,8.36,NA
ENSG00000258300,NUTF2P2,0.61,1.06,0.88,1.15,0.91,1.77,0,0.66,0.06,0,1.75,nuclear transport factor 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19934]
ENSG00000223901,AP001469.5,11.91,20.13,5.81,16.36,4.33,12.37,3.06,1.9,3.82,0,34.75,NA
ENSG00000185130,HIST1H2BL,1.64,2.83,2.01,1.37,1.08,1.5,0,0.14,0.94,0,0.37,"histone cluster 1, H2bl [Source:HGNC Symbol;Acc:HGNC:4748]"
ENSG00000090889,KIF4A,3.86,3.96,7.12,3.93,3.62,3.5,0.76,1.62,5.14,0.3,2.65,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]
ENSG00000272233,RP11-503E24.3,0.5,1.34,1.42,0.11,1.73,2.78,0,0.47,0.62,0,0.21,NA
ENSG00000183684,ALYREF,58.02,79.96,99.29,93.09,104.22,232.33,23.59,68.57,48.84,22.45,80.51,Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]
ENSG00000260855,RP11-439E19.10,2.38,5.45,14.44,4.61,8.07,7.5,0,0.81,1.42,0,4.53,NA
ENSG00000176076,KCNE1L,0.57,0.09,35.94,18.22,37.66,0.11,0,0.22,1.11,23.67,14.76,potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241]
ENSG00000231595,AC005224.2,0.68,1.15,0.87,2.5,1.02,0.42,0,0.25,0.52,0,1.67,NA
ENSG00000221309,AC091167.1,0,4.07,4.46,1.6,5.06,1.93,0,0,0.6,0,3.54,NA
ENSG00000100304,TTLL12,11.73,18.85,7.74,10.54,9.36,11.13,3.77,1.4,6.68,1.69,30.15,tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]
ENSG00000060656,PTPRU,1.62,0.27,1.29,2.13,0.96,1.57,0,0.16,0.01,0.38,0.01,"protein tyrosine phosphatase, receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
ENSG00000114374,USP9Y,0,1.52,3.53,0.01,1.06,0.01,0.07,0.5,0,0,1.17,"ubiquitin specific peptidase 9, Y-linked [Source:HGNC Symbol;Acc:HGNC:12633]"
ENSG00000148832,PAOX,3.19,1.32,0.95,1.22,0.57,2.12,0,0.34,0.31,0,1.63,polyamine oxidase (exo-N4-amino) [Source:HGNC Symbol;Acc:HGNC:20837]
ENSG00000173598,NUDT4,16.04,26.9,65.54,59.23,115.81,29.66,4.58,15.64,32.71,13.86,17.6,nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]
ENSG00000153822,KCNJ16,1.35,2.02,3.83,0.66,0.12,0.73,0.81,0.24,1.14,0,0,potassium voltage-gated channel subfamily J member 16 [Source:HGNC Symbol;Acc:HGNC:6262]
ENSG00000238221,RP11-69L16.4,1.04,3,1.35,2.02,2.85,2.01,0.48,1.8,2.08,0.22,2.91,NA
ENSG00000241030,RPL29P24,1.04,1.99,0.78,1.47,1.8,1.28,0,0.28,1.41,12.7,0.81,ribosomal protein L29 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:35616]
ENSG00000198380,GFPT1,3.86,4.63,8.63,5.65,4.69,4.84,1.48,3.2,5.23,0.44,4.96,glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]
ENSG00000203615,AC069200.1,2.42,2.7,0.54,1.41,2.8,1.28,0,0.76,3.19,0,2.35,NA
ENSG00000100650,SRSF5,14.52,22.54,11.54,34.02,21.58,19.03,25.87,14.32,15.04,30.31,21.42,serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]
ENSG00000121741,ZMYM2,4.71,5,10.73,9.06,6.48,5.41,1.41,2.35,1.64,1.12,4.25,zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]
ENSG00000167258,CDK12,2.4,3.67,5.83,3.82,6.14,3.29,0.75,1.08,1.89,0.29,3.7,cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]
ENSG00000104960,PTOV1,97.32,158.35,78.6,89.29,140.61,148.66,16.02,16.55,46.29,19.3,102.51,prostate tumor overexpressed 1 [Source:HGNC Symbol;Acc:HGNC:9632]
ENSG00000178404,DDC8,4.78,11.31,5.03,4.24,16.8,17.33,1.71,2.95,2.71,0.31,6.81,CEP295 N-terminal like [Source:HGNC Symbol;Acc:HGNC:44659]
ENSG00000186577,C6orf1,26.46,54.4,21.07,34.04,32.14,22.88,14.31,40.31,60.15,35.25,23.74,chromosome 6 open reading frame 1 [Source:HGNC Symbol;Acc:HGNC:1340]
ENSG00000204623,ZNRD1-AS1,1.87,3.19,0.82,4.24,3.18,1.44,0.46,0.7,0.99,0.57,3.1,"zinc ribbon domain containing 1 antisense, pseudogene [Source:HGNC Symbol;Acc:HGNC:13924]"
ENSG00000107186,MPDZ,2.83,6.04,5.59,4.91,4.62,3.42,0.6,1.92,1.77,1.22,3.78,multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]
ENSG00000152117,AC093838.4,4.52,3.86,3.72,11.3,7.71,4.62,0.77,1.07,2.5,1.38,4.78,NA
